index,merchant_name,merchant_address,brand_name,category,store_address,lat,long,dist,city
1826,MILANOCOFEE,"12 đường số 1 KDC cityland , Phường Tân Phú, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",Milano Coffee,coffee chains and milk tea,"12 Số 1, P.Tân Phú, Q.7",10.73676,106.72108,Quận 7,Hồ Chí Minh
1827,MILESTONE COFFEE,"210B1 Nguyễn Khắc Nhu, P.Cô Giang, Q.1, TP.HCM",Milestone Coffee,coffee chains and milk tea,"210B1 Nguyễn Khắc Nhu, P.Cô Giang, Q.1",10.7639,106.69284,Quận 1,Hồ Chí Minh
1828,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"245 Nguyễn Thượng Hiền, P.6, Q.Bình Thạnh",10.80585,106.68569,Quận Bình Thạnh,Hồ Chí Minh
1829,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"15A Xa Lộ Hà Nội, P.Hiệp Phú, Q.9",10.84949,106.7748,Quận 9,Hồ Chí Minh
1830,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"Hưng Gia 2, P.Tân Phong, Q.7",10.7302,106.70033,Quận 7,Hồ Chí Minh
1831,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"16C Nguyễn Văn Nguyễn, P.Tân Định, Q.1",10.79192,106.68799,Quận 1,Hồ Chí Minh
1832,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"26 Đỗ Quang Đầu, P.Phạm Ngũ Lão, Q.1",10.7667124,106.6910359,Quận 1,Hồ Chí Minh
1833,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"94D2 Phùng Văn Cung, P.Phú Thuận, Q.7",10.72986,106.74407,Quận 7,Hồ Chí Minh
1834,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"101 Nguyễn Thái Bình, P.Nguyễn Thái Bình, Q.1",10.76904,106.69953,Quận 1,Hồ Chí Minh
1835,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"2 Tôn Đức Thắng, P.Bến Nghé, Q.1",10.78168,106.70711,Quận 1,Hồ Chí Minh
1836,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"1 104, P.Bình Trưng Tây, Q.2",10.78312,106.76463,Quận 2,Hồ Chí Minh
1837,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"107/1 Phạm Ngũ Lão, P.Phạm Ngũ Lão, Q.1",10.76974,106.69601,Quận 1,Hồ Chí Minh
1838,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"317 Phạm Ngũ Lão, P.Phạm Ngũ Lão, Q.1",10.76761,106.69068,Quận 1,Hồ Chí Minh
1839,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"28 Mai Chí Thọ, P.An Phú, Q.2",10.79842,106.75312,Quận 2,Hồ Chí Minh
1840,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"28 Mai Chí Thọ, P.An Phú, Q.2",10.79842,106.75312,Quận 2,Hồ Chí Minh
1841,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"179 Xa Lộ Hà Nội, P.An Phú, Q.2",10.8097769,106.7563662,Quận 2,Hồ Chí Minh
1842,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"Song Hành, P.Phú Hữu, Q.9",10.79353,106.80007,Quận 9,Hồ Chí Minh
1843,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"1002 Tạ Quang Bửu, P.6, Q.8",10.73402,106.65458,Quận 8,Hồ Chí Minh
1844,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"21 Huỳnh Thúc Kháng, P.Bến Nghé, Q.1",10.77341,106.70328,Quận 1,Hồ Chí Minh
1845,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"21 Mai Thị Lựu, P.Đakao, Q.1",10.79069,106.69965,Quận 1,Hồ Chí Minh
1846,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"14A Đặng Văn Ngữ, P.10, Q.Phú Nhuận",10.79702,106.66979,Quận Phú Nhuận,Hồ Chí Minh
1847,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"38 Lê Lợi, P.Bến Nghé, Q.1",10.77407,106.70057,Quận 1,Hồ Chí Minh
1848,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"B22 Bạch Đằng, P.2, Q.Tân Bình",10.81496,106.66783,Quận Tân Bình,Hồ Chí Minh
1849,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"124 Cống Quỳnh, P.Phạm Ngũ Lão, Q.1",10.76533,106.69012,Quận 1,Hồ Chí Minh
1850,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"102B5 Bùi Thị Xuân, P.2, Q.Tân Bình",10.79705,106.66331,Quận Tân Bình,Hồ Chí Minh
1851,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"4 Vạn Kiếp, P.3, Q.Bình Thạnh",10.80269,106.69329,Quận Bình Thạnh,Hồ Chí Minh
1852,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"2 Trần Doãn Khanh, P.Đa Kao, Q.1",10.78858,106.6977,Quận 1,Hồ Chí Minh
1853,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"41 Nguyễn Trọng Tuyển, P.15, Q.Phú Nhuận",10.79722,106.68002,Quận Phú Nhuận,Hồ Chí Minh
1854,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"95 Cao Thắng, P.3, Q.3",10.77248,106.67934,Quận 3,Hồ Chí Minh
1855,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"215 Điện Biên Phủ, P.15, Q.Bình Thạnh",10.80019,106.70701,Quận Bình Thạnh,Hồ Chí Minh
1856,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"75 Phú Thọ, P.1, Q.11",10.75845,106.64167,Quận 11,Hồ Chí Minh
1857,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"87 Vạn Kiếp, P.3, Q.Bình Thạnh",10.7993,106.69356,Quận Bình Thạnh,Hồ Chí Minh
1858,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"79 Nguyễn Cửu Vân, P.17, Q.Bình Thạnh",10.79572,106.70732,Quận Bình Thạnh,Hồ Chí Minh
1859,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"7A/7 Thành Thái, P.14, Q.10",10.77204,106.66184,Quận 10,Hồ Chí Minh
1860,CÔNG TY CP TMDV TACO VIỆT NAM,"Số 105, ngõ 622 Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội, VIỆT NAM",Ministop,cvs,"74 Nguyễn Cơ Thạch, P.An Lợi Đông, Q.2",10.76711,106.726,Quận 2,Hồ Chí Minh
1861,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"120 Xa Lộ Hà Nội, P.Tân Phú, Q.9",10.86092,106.79259,Quận 9,Hồ Chí Minh
1862,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"131 Số 3, P.4, Q.3",10.77219,106.68091,Quận 3,Hồ Chí Minh
1863,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"112 Lý Tự Trọng, P.Bến Thành, Q.1",10.77401,106.69718,Quận 1,Hồ Chí Minh
1864,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"69 Trần Trọng Cung, P.Tân Thuận Đông, Q.7",10.7436,106.73261,Quận 7,Hồ Chí Minh
1865,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"17 Mai Chí Thọ, P.Bình Khánh, Q.2",10.78153,106.73927,Quận 2,Hồ Chí Minh
1866,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"17/1 Nguyễn Cảnh Chân, P.Cầu Kho, Q.1",10.75692,106.68966,Quận 1,Hồ Chí Minh
1867,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"104 Phổ Quang, P.2, Q.Tân Bình",10.80873,106.66989,Quận Tân Bình,Hồ Chí Minh
1868,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"10 Phổ Quang, P.2, Q.Tân Bình",10.8057435,106.6667231,Quận Tân Bình,Hồ Chí Minh
1869,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"163 Nguyễn Thái Bình, P.Nguyễn Thái Bình, Q.1",10.76808,106.69851,Quận 1,Hồ Chí Minh
1870,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"521 Hoàng Văn Thụ, P.4, Q.Tân Bình",10.79599,106.65643,Quận Tân Bình,Hồ Chí Minh
1871,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"199A Hoàng Hoa Thám, P.6, Q.Bình Thạnh",10.80942,106.68489,Quận Bình Thạnh,Hồ Chí Minh
1872,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"800 Nguyễn Văn Linh, P.Tân Phú, Q.7",10.73151,106.71954,Quận 7,Hồ Chí Minh
1873,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"478 Lê Văn Sỹ, P.14, Q.3",10.78928,106.67529,Quận 3,Hồ Chí Minh
1874,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"40 Phú Châu, P.Tam Phú, Q.Thủ Đức",10.8643,106.74621,Quận Thủ Đức,Hồ Chí Minh
1875,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"11 Lê Thánh Tôn, P.Bến Nghé, Q.1",10.78159,106.70557,Quận 1,Hồ Chí Minh
1876,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"666/64 3 Tháng 2, P.14, Q.10",10.76463,106.66141,Quận 10,Hồ Chí Minh
1877,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"58B Hồng Hà, P.2, Q.Tân Bình",10.81324,106.66841,Quận Tân Bình,Hồ Chí Minh
1878,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"39A Chương Dương, P.Linh Chiểu, Q.Thủ Đức",10.85278,106.76017,Quận Thủ Đức,Hồ Chí Minh
1879,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"66A Nguyễn Huệ, P.Bến Nghé, Q.1",10.7747,106.7032,Quận 1,Hồ Chí Minh
1880,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"43F Hồ Văn Huê, P.9, Q.Phú Nhuận",10.80264,106.67659,Quận Phú Nhuận,Hồ Chí Minh
1881,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"101 Hòa Hưng, P.12, Q.10",10.77906,106.67397,Quận 10,Hồ Chí Minh
1882,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"10A Hoàng Hoa Thám, P.7, Q.Bình Thạnh",10.8043,106.69188,Quận Bình Thạnh,Hồ Chí Minh
1883,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"23 Phạm Viết Chánh, P.Nguyễn Cư Trinh, Q.1",10.76744,106.6847,Quận 1,Hồ Chí Minh
1884,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"475A Điện Biên Phủ, P.25, Q.Bình Thạnh",10.80132,106.71441,Quận Bình Thạnh,Hồ Chí Minh
1885,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"39 Phạm Viết Chánh, P.19, Q.Bình Thạnh",10.79024,106.7096,Quận Bình Thạnh,Hồ Chí Minh
1886,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"45 Hậu Giang, P.4, Q.Tân Bình",10.80794,106.66246,Quận Tân Bình,Hồ Chí Minh
1887,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"16 Mạc Thị Bưởi, P.Bến Nghé, Q.1",10.7759,106.70525,Quận 1,Hồ Chí Minh
1888,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"371 Nguyễn Kiệm, P.3, Q.Gò Vấp",10.82081,106.67886,Quận Gò Vấp,Hồ Chí Minh
1889,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"194 Nguyễn Thái Bình, P.12, Q.Tân Bình",10.79662,106.65352,Quận Tân Bình,Hồ Chí Minh
1890,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"69 Ngô Tất Tố, P.21, Q.Bình Thạnh",10.79269,106.71172,Quận Bình Thạnh,Hồ Chí Minh
1891,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"92 Trương Công Định, P.13, Q.Tân Bình",10.79617,106.64101,Quận Tân Bình,Hồ Chí Minh
1892,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"25A Lam Sơn, P.2, Q.Tân Bình",10.81016,106.66688,Quận Tân Bình,Hồ Chí Minh
1893,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"15K Vũ Huy Tấn, P.3, Q.Bình Thạnh",10.79573,106.69575,Quận Bình Thạnh,Hồ Chí Minh
1894,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"17 Đào Duy Từ, P.5, Q.10",10.76075,106.66826,Quận 10,Hồ Chí Minh
1895,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"386 Tân Sơn Nhì, P.Tân Sơn Nhì, Q.Tân Phú",10.79532,106.62966,Quận Tân Phú,Hồ Chí Minh
1896,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"21 Nguyễn Thiện Thuật, P.2, Q.3",10.76653,106.68177,Quận 3,Hồ Chí Minh
1897,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"17K Dương Đình Nghệ, P.8, Q.11",10.76069,106.64974,Quận 11,Hồ Chí Minh
1898,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"600 Cách Mạng Tháng 8, P.11, Q.3",10.78634,106.66568,Quận 3,Hồ Chí Minh
1899,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"351A Nguyễn Trọng Tuyển, P.1, Q.Tân Bình",10.79834,106.66726,Quận Tân Bình,Hồ Chí Minh
1900,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"54 Hoa Lan, P.2, Q.Phú Nhuận",10.79684,106.69076,Quận Phú Nhuận,Hồ Chí Minh
1901,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"48 D2, P.25, Q.Bình Thạnh",10.80272,106.71632,Quận Bình Thạnh,Hồ Chí Minh
1902,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"56 Vườn Lài, P.Tân Thành, Q.Tân Phú",10.78773,106.63356,Quận Tân Phú,Hồ Chí Minh
1903,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"33 Thăng Long, P.4, Q.Tân Bình",10.80232,106.66051,Quận Tân Bình,Hồ Chí Minh
1904,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"89 D2, P.25, Q.Bình Thạnh",10.80376,106.71589,Quận Bình Thạnh,Hồ Chí Minh
1905,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"79 Trần Khắc Chân, P.Tân Định, Q.1",10.79445,106.69097,Quận 1,Hồ Chí Minh
1906,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"132/1B Trịnh Đình Trọng, P.Phú Trung, Q.Tân Phú",10.77493,106.6442,Quận Tân Phú,Hồ Chí Minh
1907,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"204 Phạm Văn Hai, P.5, Q.Tân Bình",10.79122,106.66188,Quận Tân Bình,Hồ Chí Minh
1908,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"207 Nguyễn Biểu, P.2, Q.5",10.75728,106.6832,Quận 5,Hồ Chí Minh
1909,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"75 Nam Kỳ Khởi Nghĩa, P.Bến Thành, Q.1",10.77266,106.70042,Quận 1,Hồ Chí Minh
1910,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"239A Tân Quý, P.Tân Quý, Q.Tân Phú",10.7923662,106.6206127,Quận Tân Phú,Hồ Chí Minh
1911,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"61 Hoa Sứ, P.7, Q.Phú Nhuận",10.79994,106.689,Quận Phú Nhuận,Hồ Chí Minh
1912,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"193 Nguyễn Hồng Đào, P.14, Q.Tân Bình",10.79296,106.64204,Quận Tân Bình,Hồ Chí Minh
1913,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"Nội Bộ A2, KP.6, P.Linh Trung",10.86286,106.76301,Quận Thủ Đức,Hồ Chí Minh
1914,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"114 Trần Đình Xu, P.Nguyễn Cư Trinh, Q.1",10.76204,106.68911,Quận 1,Hồ Chí Minh
1915,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"484 Lê Quang Định, P.11, Q.Bình Thạnh",10.81434,106.6897,Quận Bình Thạnh,Hồ Chí Minh
1916,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"181/13 Xóm Chiếu, P.16, Q.4",10.75999,106.71185,Quận 4,Hồ Chí Minh
1917,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"15 Nguyễn Du, P.7, Q.Gò Vấp",10.82549,106.68573,Quận Gò Vấp,Hồ Chí Minh
1918,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"60 Số 5, P.8, Q.11",10.76173,106.64846,Quận 11,Hồ Chí Minh
1919,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"165 Bạch Đằng, P.2, Q.Tân Bình",10.8155,106.67471,Quận Tân Bình,Hồ Chí Minh
1920,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"127 D1, P.25, Q.Bình Thạnh",10.80279,106.71973,Quận Bình Thạnh,Hồ Chí Minh
1921,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"47 Trần Quốc Toản, P.8, Q.3",10.78812,106.68873,Quận 3,Hồ Chí Minh
1922,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"88D Vũ Tùng, P.2, Q.Bình Thạnh",10.80194,106.70093,Quận Bình Thạnh,Hồ Chí Minh
1923,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"435 Sư Vạn Hạnh, P.12, Q.10",10.77284,106.66909,Quận 10,Hồ Chí Minh
1924,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"43 Trần Quý Cáp, P.12, Q.Bình Thạnh",10.81574,106.69551,Quận Bình Thạnh,Hồ Chí Minh
1925,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"43 Đinh Tiên Hoàng, P.Bến Nghé, Q.1",10.78542,106.70289,Quận 1,Hồ Chí Minh
1926,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"18 Hoàng Hoa Thám, P.12, Q.Tân Bình",10.80265,106.64751,Quận Tân Bình,Hồ Chí Minh
1927,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"120 Bình Thới, P.14, Q.11",10.76746,106.64971,Quận 11,Hồ Chí Minh
1928,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"8 Vũ Tông Phan, P.An Phú, Q.2",10.7973802,106.7424803,Quận 2,Hồ Chí Minh
1929,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"157 Đinh Bộ Lĩnh, P.26, Q.Bình Thạnh",10.8093,106.70927,Quận Bình Thạnh,Hồ Chí Minh
1930,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"247C Bùi Đình Túy, P.24, Q.Bình Thạnh",10.80764,106.70168,Quận Bình Thạnh,Hồ Chí Minh
1931,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"179 Trần Nhân Tôn, P.2, Q.10",10.76315,106.67462,Quận 10,Hồ Chí Minh
1932,MINISTOP VIỆT NAM,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",Ministop,cvs,"138 Nguyễn Thiện Thuật, P.3, Q.3",10.7681,106.67979,Quận 3,Hồ Chí Minh
